immatriculation,marque,nom,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix
5260 MJ 95,Audi,A3 2.0 FSI,150,moyenne,5,5,blanc,true,19950
6806 KF 85,Volvo,S80 T6,272,tr�s longue,5,5,rouge,false,50500
3284 CN 83,Volvo,S80 T6,272,tr�s longue,5,5,blanc,true,35350
8595 HN 38,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,true,8540
9685 NB 60,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,false,22900
2608 YQ 31,BMW,120i,150,moyenne,5,5,bleu,true,25060
6566 LC 48,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
1343 YP 28,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
1362 YR 34,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
5379 MG 44,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,bleu,false,30000
6326 PQ 29,Nissan,Primera 1.6,109,longue,5,5,blanc,false,18650
4065 JS 77,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
6768 MI 94,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
1074 NO 94,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
3185 HJ 69,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540
7871 PI 80,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,bleu,false,31790
9355 BO 63,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,false,49200
5603 SB 23,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
9604 RR 74,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
8349 PT 78,BMW,M5,507,tr�s longue,5,5,gris,false,94800
2353 WK 58,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,false,22900
5514 BK 44,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,true,8540
1275 LB 56,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,true,34440
5198 TV 39,Ford,Mondeo 1.8,125,longue,5,5,bleu,true,16730
7197 TF 27,Peugeot,1007 1.4,75,courte,5,5,bleu,true,9625
9436 UW 32,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,blanc,false,31790
3746 NO 75,Mercedes,A200,136,moyenne,5,5,noir,true,18130
5449 RW 68,Mercedes,S500,306,tr�s longue,5,5,gris,true,70910
3019 HL 28,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,true,8540
5804 PZ 77,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,false,22900
2583 VG 29,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
7041 MA 82,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540
3145 AG 47,Fiat,Croma 2.2,147,longue,5,5,blanc,false,24780
4273 WN 50,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
5510 MH 60,Volvo,S80 T6,272,tr�s longue,5,5,gris,true,35350
2794 XJ 96,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
3827 DG 26,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
4765 QU 88,Peugeot,1007 1.4,75,courte,5,5,rouge,true,9625
2890 WT 48,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
1354 KM 10,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
2309 IZ 83,Mercedes,S500,306,tr�s longue,5,5,gris,false,101300
4341 NX 76,Audi,A2 1.4,75,courte,5,5,noir,false,18310
2609 VH 90,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
8148 IY 87,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
3853 ZX 35,Ford,Mondeo 1.8,125,longue,5,5,bleu,false,23900
8351 HO 47,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
1736 SM 74,Audi,A2 1.4,75,courte,5,5,noir,false,18310
62 LF 65,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,noir,false,30000
2165 CA 21,BMW,M5,507,tr�s longue,5,5,noir,false,94800
1630 AL 60,Fiat,Croma 2.2,147,longue,5,5,blanc,false,24780
7578 FZ 32,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
444 SJ 91,BMW,M5,507,tr�s longue,5,5,noir,false,94800
924 WC 60,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
9943 QY 54,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,false,22900
452 NJ 96,Fiat,Croma 2.2,147,longue,5,5,noir,true,17346
8337 TC 95,Audi,A2 1.4,75,courte,5,5,gris,false,18310
5484 ZJ 19,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
2639 YA 87,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
1650 SE 52,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
4724 MI 82,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
9828 EA 57,Volvo,S80 T6,272,tr�s longue,5,5,rouge,true,35350
6905 BK 75,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,true,34440
1826 ZV 76,BMW,M5,507,tr�s longue,5,5,noir,true,66360
7960 AW 10,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
5759 DJ 31,Audi,A2 1.4,75,courte,5,5,noir,false,18310
3723 DX 94,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,bleu,false,31790
5792 QO 17,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
2081 RV 45,Dacia,Logan 1.6 MPI,90,moyenne,5,5,gris,false,7500
5130 VR 57,Peugeot,1007 1.4,75,courte,5,5,bleu,true,9625
2057 JJ 47,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
8071 SQ 90,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,bleu,false,30000
1989 ZI 64,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
7329 DB 49,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
3336 DW 20,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
2693 ZI 32,Audi,A2 1.4,75,courte,5,5,noir,true,12817
2760 TS 50,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
290 JS 28,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
1068 VN 22,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
6775 UI 64,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
3518 DT 93,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
6247 XT 64,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
3673 HG 63,BMW,M5,507,tr�s longue,5,5,gris,false,94800
1448 BF 73,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
4123 LL 90,Renault,Laguna 2.0T,170,longue,5,5,rouge,true,19110
5855 RL 91,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
6644 LX 33,BMW,M5,507,tr�s longue,5,5,gris,false,94800
9749 JU 95,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
5733 GZ 60,Audi,A2 1.4,75,courte,5,5,gris,false,18310
6661 HO 46,Audi,A2 1.4,75,courte,5,5,gris,false,18310
7330 NS 76,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
7659 AH 82,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,false,49200
5568 NY 98,BMW,M5,507,tr�s longue,5,5,gris,true,66360
6661 CO 41,Audi,A2 1.4,75,courte,5,5,gris,false,18310
3110 RE 54,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
6214 KY 16,Audi,A2 1.4,75,courte,5,5,gris,false,18310
5120 YV 55,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,false,22900
766 AN 30,BMW,M5,507,tr�s longue,5,5,noir,false,94800
3495 CK 68,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
1634 OW 95,Dacia,Logan 1.6 MPI,90,moyenne,5,5,blanc,false,7500
4649 YR 21,Volvo,S80 T6,272,tr�s longue,5,5,rouge,true,35350
938 MN 55,Kia,Picanto 1.1,65,courte,5,5,rouge,false,8990
8727 PG 63,Audi,A2 1.4,75,courte,5,5,gris,false,18310
9693 EI 47,Mercedes,S500,306,tr�s longue,5,5,blanc,false,101300
6097 YC 17,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
8742 UH 39,Saab,9.3 1.8T,150,longue,5,5,bleu,false,38600
4556 LD 74,Mercedes,S500,306,tr�s longue,5,5,blanc,true,70910
7554 WP 29,Audi,A2 1.4,75,courte,5,5,noir,false,18310
3676 XI 77,Mercedes,A200,136,moyenne,5,5,bleu,false,25900
2879 HE 60,Renault,Laguna 2.0T,170,longue,5,5,gris,true,19110
8393 FL 14,BMW,M5,507,tr�s longue,5,5,noir,false,94800
6670 SG 91,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
5022 FS 94,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
5906 BU 67,Saab,9.3 1.8T,150,longue,5,5,blanc,false,38600
357 CY 90,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
5311 WH 63,BMW,120i,150,moyenne,5,5,noir,true,25060
8587 YV 55,Audi,A2 1.4,75,courte,5,5,noir,false,18310
779 EU 96,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
4098 VH 23,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
7071 VT 38,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
217 CH 97,Audi,A2 1.4,75,courte,5,5,gris,true,12817
7142 SQ 17,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
6646 GH 82,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
5900 GK 91,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
8172 BP 37,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
9567 GE 27,Audi,A2 1.4,75,courte,5,5,gris,false,18310
2100 IA 48,Audi,A2 1.4,75,courte,5,5,noir,false,18310
8258 WN 15,Ford,Mondeo 1.8,125,longue,5,5,gris,true,16730
8664 NA 44,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
6789 OT 22,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
8339 BK 56,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
8669 DS 88,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,bleu,false,31790
3810 NY 42,Audi,A2 1.4,75,courte,5,5,noir,true,12817
674 TY 35,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
8805 XF 47,Volvo,S80 T6,272,tr�s longue,5,5,rouge,false,50500
9099 HU 16,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
1422 IB 56,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
1091 BC 19,BMW,M5,507,tr�s longue,5,5,gris,true,66360
6032 JI 23,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
3063 LF 35,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
8608 XC 48,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,noir,false,30000
4533 LS 36,BMW,M5,507,tr�s longue,5,5,gris,false,94800
5127 IR 19,Ford,Mondeo 1.8,125,longue,5,5,noir,true,16730
5791 YJ 78,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
5710 OE 61,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
821 FB 57,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
4753 FV 54,Mini,Copper 1.6 16V,115,courte,5,5,noir,false,18200
3982 KL 44,Volvo,S80 T6,272,tr�s longue,5,5,noir,true,35350
2604 XC 32,Mercedes,S500,306,tr�s longue,5,5,gris,true,70910
3119 WG 43,Audi,A2 1.4,75,courte,5,5,gris,false,18310
9552 XF 81,BMW,M5,507,tr�s longue,5,5,gris,true,66360
3969 EM 15,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
6670 WD 46,Audi,A2 1.4,75,courte,5,5,noir,false,18310
8223 ZG 14,Kia,Picanto 1.1,65,courte,5,5,bleu,false,8990
8538 EV 74,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
693 XQ 68,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
4521 IJ 21,Fiat,Croma 2.2,147,longue,5,5,blanc,true,17346
7826 RU 92,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
7107 HV 21,Ford,Mondeo 1.8,125,longue,5,5,noir,false,23900
6 IF 37,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
241 WH 97,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
5892 GU 93,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
6431 FM 45,BMW,M5,507,tr�s longue,5,5,gris,true,66360
2193 HY 26,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
6890 ZA 60,Saab,9.3 1.8T,150,longue,5,5,rouge,false,38600
8322 JJ 51,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
7715 FC 80,Peugeot,1007 1.4,75,courte,5,5,blanc,true,9625
4817 OB 71,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
4907 WF 11,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
2809 UB 65,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
9716 AW 63,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
4229 FO 11,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
4213 IN 97,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
6756 OV 51,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
9654 GB 67,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
2391 WW 21,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,noir,false,30000
3615 XO 66,BMW,M5,507,tr�s longue,5,5,gris,false,94800
6769 RG 11,BMW,M5,507,tr�s longue,5,5,noir,false,94800
6925 ZS 73,Daihatsu,Cuore 1.0,58,courte,5,3,rouge,false,8850
5477 SG 84,BMW,120i,150,moyenne,5,5,noir,true,25060
8813 LT 30,Audi,A2 1.4,75,courte,5,5,gris,true,12817
5628 AF 32,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,true,34440
4271 QP 98,Mercedes,A200,136,moyenne,5,5,bleu,true,18130
1772 BK 83,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
6323 AK 61,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
4913 LT 93,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
6558 CC 54,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
919 UN 65,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
5398 TD 98,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
7373 KH 82,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
273 NK 12,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
3635 PM 41,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
5546 BK 64,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
652 VD 82,Seat,Toledo 1.6,102,longue,5,5,blanc,false,18880
1916 JM 59,BMW,M5,507,tr�s longue,5,5,gris,true,66360
8829 VH 65,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,true,8540
3188 LV 90,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
2203 EL 26,Nissan,Primera 1.6,109,longue,5,5,gris,false,18650
9282 UO 94,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
4096 WU 25,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
7944 FX 55,BMW,M5,507,tr�s longue,5,5,bleu,true,66360
4103 WJ 49,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
9305 SD 22,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
507 ZK 84,Ford,Mondeo 1.8,125,longue,5,5,gris,true,16730
6747 RY 65,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
6715 UD 13,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
9189 ER 35,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
280 NU 83,Daihatsu,Cuore 1.0,58,courte,5,3,bleu,false,8850
673 BQ 96,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
805 QE 86,Fiat,Croma 2.2,147,longue,5,5,rouge,true,17346
8234 YS 15,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
5382 CS 31,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
9919 VH 84,Nissan,Primera 1.6,109,longue,5,5,noir,false,18650
8049 TT 33,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
9598 XM 79,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,true,8540
1359 HD 69,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
2009 VR 26,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540
1243 LE 89,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
8628 NZ 96,Nissan,Almera 1.8,115,moyenne,5,5,rouge,false,16450
609 BH 66,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
7524 GL 97,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,false,22900
5168 GB 33,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
4257 UL 80,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
4056 UL 54,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
8628 YA 25,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
3932 PX 94,Ford,Mondeo 1.8,125,longue,5,5,bleu,false,23900
2857 SZ 28,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
7121 YY 43,BMW,120i,150,moyenne,5,5,gris,true,25060
1918 ZM 67,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
4749 ZD 66,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
8273 NI 19,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
4568 SU 28,Daihatsu,Cuore 1.0,58,courte,5,3,noir,false,8850
3382 AR 94,Audi,A2 1.4,75,courte,5,5,noir,false,18310
4973 PU 69,Mercedes,S500,306,tr�s longue,5,5,gris,true,70910
7374 UF 17,Audi,A2 1.4,75,courte,5,5,gris,false,18310
7337 JQ 13,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
1905 DI 51,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
2427 KQ 23,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
436 QO 41,Mini,Copper 1.6 16V,115,courte,5,5,blanc,false,18200
4002 CF 38,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
4323 TS 19,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
5634 CJ 16,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
1992 HM 89,Nissan,Primera 1.6,109,longue,5,5,blanc,false,18650
4734 XL 53,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
2049 GW 19,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,blanc,false,31790
5007 OH 41,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
445 VU 42,BMW,M5,507,tr�s longue,5,5,noir,false,94800
9291 GK 20,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
2463 BC 75,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,true,34440
3566 IU 17,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
521 UA 66,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
1556 LR 12,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
2322 IO 20,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
7084 TY 66,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
1120 SW 54,BMW,120i,150,moyenne,5,5,bleu,true,25060
2214 DB 36,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,noir,false,30000
6190 SQ 40,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
5013 OW 60,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,true,34440
4599 NO 16,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
2846 HC 16,BMW,120i,150,moyenne,5,5,gris,true,25060
2872 WS 35,Volvo,S80 T6,272,tr�s longue,5,5,bleu,false,50500
2279 ON 81,Audi,A2 1.4,75,courte,5,5,noir,false,18310
3761 XF 39,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
5784 FO 37,Audi,A2 1.4,75,courte,5,5,gris,false,18310
4420 GE 50,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
4044 EU 23,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,blanc,false,30000
2388 KH 63,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,rouge,false,30000
9569 RU 17,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
1831 JK 87,Volvo,S80 T6,272,tr�s longue,5,5,gris,true,35350
3475 OZ 41,Mercedes,S500,306,tr�s longue,5,5,blanc,true,70910
2132 RW 54,BMW,M5,507,tr�s longue,5,5,noir,true,66360
2260 UG 74,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
6405 YL 20,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
3847 YR 72,Volvo,S80 T6,272,tr�s longue,5,5,noir,true,35350
2358 FX 77,Mercedes,A200,136,moyenne,5,5,bleu,true,18130
8048 SG 35,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,true,34440
9059 UT 68,Nissan,Almera 1.8,115,moyenne,5,5,gris,false,16450
3077 TX 36,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,blanc,false,31790
5950 TO 79,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
4879 NX 67,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,true,34440
3926 FR 32,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,true,16029
3161 RI 29,Audi,A2 1.4,75,courte,5,5,noir,true,12817
176 MT 83,Daihatsu,Cuore 1.0,58,courte,5,3,noir,false,8850
3903 CZ 49,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,false,22350
4817 XG 12,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
4976 JF 96,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
289 EK 32,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
4045 RD 86,BMW,M5,507,tr�s longue,5,5,gris,false,94800
6489 VX 24,Ford,Mondeo 1.8,125,longue,5,5,gris,true,16730
8423 TS 92,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,false,22900
9605 LM 80,Audi,A2 1.4,75,courte,5,5,gris,false,18310
6899 ZL 40,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
1667 MM 49,Ford,Mondeo 1.8,125,longue,5,5,noir,false,23900
1129 SG 32,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,rouge,false,31790
5314 QY 71,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
6289 OT 89,Audi,A2 1.4,75,courte,5,5,gris,true,12817
8915 AG 96,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
8340 VG 39,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
299 JK 69,Renault,Laguna 2.0T,170,longue,5,5,blanc,true,19110
4880 KL 84,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
2126 YL 67,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
788 ZN 27,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
1109 DQ 21,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
399 GH 60,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
169 FZ 38,Mercedes,A200,136,moyenne,5,5,bleu,false,25900
3237 LP 41,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
9589 RK 67,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,true,8540
4841 IU 30,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
8727 EE 59,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
7860 OD 76,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
126 QX 76,Peugeot,1007 1.4,75,courte,5,5,bleu,true,9625
9020 YX 98,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
4445 TV 42,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
477 JR 37,Volvo,S80 T6,272,tr�s longue,5,5,bleu,false,50500
1046 GT 65,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
6867 HH 15,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
9824 AE 63,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
7405 RK 79,Renault,Laguna 2.0T,170,longue,5,5,noir,true,19110
8257 CB 38,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
1067 UE 62,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
6340 HI 10,Mercedes,S500,306,tr�s longue,5,5,noir,false,101300
8305 YS 21,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,false,49200
820 QJ 20,BMW,120i,150,moyenne,5,5,rouge,true,25060
9665 ZQ 58,BMW,M5,507,tr�s longue,5,5,gris,false,94800
4990 OP 58,Ford,Mondeo 1.8,125,longue,5,5,gris,true,16730
4724 KC 68,Renault,Laguna 2.0T,170,longue,5,5,noir,true,19110
6355 ZM 93,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,false,49200
2450 WU 51,Peugeot,1007 1.4,75,courte,5,5,blanc,true,9625
979 HA 22,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
3060 HC 27,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,true,8540
8850 FN 69,Fiat,Croma 2.2,147,longue,5,5,gris,true,17346
8968 XX 21,Mercedes,S500,306,tr�s longue,5,5,noir,false,101300
5334 DS 23,Mercedes,S500,306,tr�s longue,5,5,blanc,true,70910
1821 NL 93,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
5782 NE 77,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,false,22900
7474 PN 39,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,noir,false,30000
1868 LA 69,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
8331 EZ 98,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
8804 SY 56,BMW,M5,507,tr�s longue,5,5,gris,false,94800
7660 LA 36,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
3402 IK 29,Volvo,S80 T6,272,tr�s longue,5,5,bleu,false,50500
9163 EK 90,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
7119 VA 43,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
7617 SQ 48,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
9125 MB 55,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
5849 ZK 96,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
4654 HP 74,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,noir,false,30000
